srcFormName,srcFieldName,dstFieldNames,DMN_name,expression
Заявка на технологическое присоединение,ScanNotificationLetterCl,"{'empty', 'DateCompTechnical_applicant', 'dashboardContext', 'dataObjectController', 'DateCompTechnical_Company', 'securityDataProvider'}",,(securityDataProvider.hasRole('tehprisEE_User') and !(dataObjectController.instance.objectStatus.status.code eq 'ta06_ContractSigned' and !empty fields.DateCompTechnical_Company and !empty fields.DateCompTechnical_applicant and dashboardContext.context.vis_buttonSend)) or  (dataObjectController.instance.objectStatus.status.code eq 'ta10_ContractExecuted'  or dataObjectController.instance.objectStatus.status.code eq 'ta04_Canceled'  or dataObjectController.instance.objectStatus.status.code eq 'ta11_ContractTerminated' )
Заявка на технологическое присоединение,sign_TuDoc_SO,"{'empty', 'securityDataProvider', 'isSimpleTPScheme', 'true'}",,!empty securityDataProvider.loggedInUser and isSimpleTPScheme ne true
Заявка на технологическое присоединение,sign_TuDoc_SO,"{'empty', 'p_ContractTransferType', 'TuDoc'}",,fields.p_ContractTransferType.Code eq '7185643' and !empty fields.TuDoc
Заявка на технологическое присоединение,Code,{'false'},,false
Заявка на технологическое присоединение,buttonContDraft,"{'dataObjectController', 'empty'}",,!dataObjectController.managed and dataObjectController.instance.metaObject.attributes.get('drafts') and !empty dataObjectController.formDraft
Заявка на технологическое присоединение,ContractCost,"{'empty', 'securityDataProvider'}",,!empty securityDataProvider.loggedInUser
Заявка на технологическое присоединение,isApplicantRefuse,"{'empty', 'ScanDogovor', '_Status', 'Login', 'ScanDogovorCL', 'ScanDopDogovor', 'securityDataProvider', 'ScanDopDogovorUser'}",,fields.Login eq securityDataProvider.loggedInUser.loginName and fields._Status eq 'ta05_ContractOnReviewApplicant' and ((!empty fields.ScanDogovor and empty fields.ScanDogovorCL) or (!empty fields.ScanDopDogovor and empty fields.ScanDopDogovorUser))
Заявка на технологическое присоединение,isApplicantRefuse,"{'dataObjectController', '_Status', 'Login', 'securityDataProvider', 'false'}",,(false and( fields.Login ne securityDataProvider.loggedInUser.loginName or fields._Status ne 'ta05_ContractOnReviewApplicant' )) or  (dataObjectController.instance.objectStatus.status.code eq 'ta10_ContractExecuted'  or dataObjectController.instance.objectStatus.status.code eq 'ta04_Canceled'  or dataObjectController.instance.objectStatus.status.code eq 'ta11_ContractTerminated' )
Заявка на технологическое присоединение,ScanREOAct,{'false'},,false
Заявка на технологическое присоединение,invoiceTP,"{'empty', 'securityDataProvider'}",,!empty securityDataProvider.loggedInUser
Заявка на технологическое присоединение,invoiceTP,"{'dataObjectController', 'isSimpleTPScheme', 'securityDataProvider', 'true'}",,securityDataProvider.hasRole('tehprisEE_ZayavkaTP') and fields.isSimpleTPScheme eq true and dataObjectController.instance.objectStatus.status.code eq 'ta02_Accepted'
Заявка на технологическое присоединение,HouseaddrFact,"{'места', 'ApplicantType'}",,fields.ApplicantType.value.fields.Code eq 'UL' ? 'Фактический адрес' : 'Адрес места жительства'
Заявка на технологическое присоединение,HouseaddrFact,{'true'},,true
Заявка на технологическое присоединение,HouseaddrFact,"{'empty', 'securityDataProvider', 'id'}",,empty securityDataProvider.loggedInUser or securityDataProvider.hasRole('tehprisEE_portalUserRegistrator') and empty fields.id
Заявка на технологическое присоединение,HouseaddrFact,"{'empty', 'securityDataProvider', 'id'}",,!(empty securityDataProvider.loggedInUser or securityDataProvider.hasRole('tehprisEE_portalUserRegistrator') or (securityDataProvider.hasRole('tehprisEE_ZayavkaTP')) or (securityDataProvider.hasRole('tehprisEE_ZayavkaTP')) and empty fields.id)
Заявка на технологическое присоединение,DateActBooking,"{'empty', 'securityDataProvider'}",,!empty securityDataProvider.loggedInUser
Заявка на технологическое присоединение,GardenSprav,"{'securityDataProvider', 'view', 'GardenTP', 'true'}",,fields.GardenTP eq true and (view.viewId.contains('portal.xhtml') or (securityDataProvider.hasRole('tehprisEE_portalUserRegistrator')))
Заявка на технологическое присоединение,PersDataAgree,{'true'},,true
Заявка на технологическое присоединение,sign_TuDoc_appl,"{'empty', 'TuDoc', 'contains', 'isSimpleTPScheme', 'securityDataProvider', 'ApplicantType', 'true', 'p_ContractTransferType', 'isApplicantRefuse'}",,"!empty securityDataProvider.loggedInUser and fields.isApplicantRefuse ne true and fields.p_ContractTransferType.Code eq '7185643' and ['UL','IP'].contains(fields.ApplicantType.Code) and !empty fields.TuDoc and isSimpleTPScheme ne true"
Заявка на технологическое присоединение,sign_TuDoc_appl,"{'empty', 'TuDoc', 'securityDataProvider', 'p_ContractTransferType', 'ApplicantType'}",,securityDataProvider.hasRole('tehprisEE_User') and (fields.ApplicantType.Code eq 'IP' or fields.ApplicantType.Code eq 'UL') and fields.p_ContractTransferType.Code eq '7185643' and !empty fields.TuDoc
Заявка на технологическое присоединение,INNGP,"{'isSimpleTPScheme', 'ApplicantType', 'true'}",,fields.isSimpleTPScheme eq true and fields.ApplicantType.Code eq 'FL'
Заявка на технологическое присоединение,INNGP,"{'empty', 'INNGP'}",,!empty fields.INNGP
Заявка на технологическое присоединение,sign_unLegalConsumptionNotification_SO,{'false'},,false
Заявка на технологическое присоединение,ApplicationDoc,{'true'},,true
Заявка на технологическое присоединение,DZOInfoLabel,{'view'},,view.viewId.contains('portal.xhtml')
Заявка на технологическое присоединение,buttonBack,"{'empty', 'id'}",,!empty fields.id
Заявка на технологическое присоединение,PostAddrType,{'false'},,false
Заявка на технологическое присоединение,DateCompTechnical_applicant,"{'empty', 'securityDataProvider'}",,!empty securityDataProvider.loggedInUser
Заявка на технологическое присоединение,DateCompTechnical_applicant,"{'empty', 'dashboardContext', 'dataObjectController', 'DateCompTechnical_Company', 'securityDataProvider'}",,securityDataProvider.hasRole('tehprisEE_User') and dataObjectController.instance.objectStatus.status.code eq 'ta06_ContractSigned' and !empty fields.DateCompTechnical_Company and dashboardContext.context.vis_buttonSend
Заявка на технологическое присоединение,DateCompTechnical_applicant,"{'empty', 'dashboardContext', 'dataObjectController', 'DateCompTechnical_Company', 'securityDataProvider'}",,(securityDataProvider.hasRole('tehprisEE_User') and !(dataObjectController.instance.objectStatus.status.code eq 'ta06_ContractSigned' and !empty fields.DateCompTechnical_Company and dashboardContext.context.vis_buttonSend)) or  (dataObjectController.instance.objectStatus.status.code eq 'ta10_ContractExecuted'  or dataObjectController.instance.objectStatus.status.code eq 'ta04_Canceled'  or dataObjectController.instance.objectStatus.status.code eq 'ta11_ContractTerminated' )
Заявка на технологическое присоединение,p_ReliabilityCategory,"{'Code', 'fields'}",,(fields['p_TypeTP'].Code eq '32880') or (fields['p_TypeTP'].Code eq '32896')
Заявка на технологическое присоединение,p_ReliabilityCategory,"{'Code', 'fields'}",,fields['p_TypeTP'].Code eq '32880'
Заявка на технологическое присоединение,p_ReliabilityCategory,"{'empty', 'dataObjectController', 'securityDataProvider', 'fields', 'id', 'Code'}",,(fields['p_TypeTP'].Code eq '32896' or (fields['p_TypeTP'].Code eq '32880' and securityDataProvider.hasRole('tehprisEE_User') and !(dataObjectController.instance.objectStatus.status.code eq 'ta03_Paused' or empty fields.id))) or (dataObjectController.instance.objectStatus.status.code eq 'ta10_ContractExecuted'  or dataObjectController.instance.objectStatus.status.code eq 'ta04_Canceled'  or dataObjectController.instance.objectStatus.status.code eq 'ta11_ContractTerminated' )
Заявка на технологическое присоединение,ContractDateSend,"{'empty', 'securityDataProvider'}",,!empty securityDataProvider.loggedInUser
Заявка на технологическое присоединение,p_TypeOfLoad,"{'Code', 'fields'}",,fields['p_TypeTP'].Code eq '32880' or fields['p_TypeTP'].Code eq '32896'
Заявка на технологическое присоединение,p_TypeOfLoad,"{'Code', 'fields'}",,fields['p_TypeTP'].Code eq '32880' or fields['p_TypeTP'].Code eq '32896'
Заявка на технологическое присоединение,DZO,"{'empty', 'securityDataProvider', 'id'}",,securityDataProvider.hasRole('tehprisEE_portalUserRegistrator') or (securityDataProvider.hasRole('tehprisEE_ZayavkaTP')) and !securityDataProvider.hasRole('admin') and empty fields.id
Заявка на технологическое присоединение,DZO,{'true'},,true
Заявка на технологическое присоединение,ScanNotificationLetter,"{'empty', 'securityDataProvider'}",,!empty securityDataProvider.loggedInUser
Заявка на технологическое присоединение,Areaaddr,{'true'},,true
Заявка на технологическое присоединение,Areaaddr,"{'empty', 'securityDataProvider', 'id'}",,!(empty securityDataProvider.loggedInUser or securityDataProvider.hasRole('tehprisEE_portalUserRegistrator') or (securityDataProvider.hasRole('tehprisEE_ZayavkaTP')) and empty fields.id)
Заявка на технологическое присоединение,DateProjectGPLoad,{'true'},,true
Заявка на технологическое присоединение,DULdate,{'ApplicantType'},,fields.ApplicantType.Code eq 'FL' or fields.ApplicantType.Code eq 'IP'
Заявка на технологическое присоединение,DULdate,"{'empty', 'securityDataProvider', 'id'}",,empty securityDataProvider.loggedInUser or securityDataProvider.hasRole('tehprisEE_portalUserRegistrator') or (securityDataProvider.hasRole('tehprisEE_ZayavkaTP')) and empty fields.id
Заявка на технологическое присоединение,DULdate,"{'empty', 'securityDataProvider', 'id'}",,!(empty securityDataProvider.loggedInUser or securityDataProvider.hasRole('tehprisEE_portalUserRegistrator') or (securityDataProvider.hasRole('tehprisEE_ZayavkaTP')) and empty fields.id)
Заявка на технологическое присоединение,AddrDescript,"{'Code', 'fields', 'DeviceAddrNotFound', 'true'}",,fields['p_DeviceAddrMatchWith'].Code eq '32886' and (fields['AddrUndefined'] eq true or fields.DeviceAddrNotFound eq true)
Заявка на технологическое присоединение,BoroughaddrReg,"{'места', 'ApplicantType'}",,fields.ApplicantType.value.fields.Code eq 'UL' ? 'Юридический адрес' : 'Адрес места регистрации'
Заявка на технологическое присоединение,BoroughaddrReg,{'true'},,true
Заявка на технологическое присоединение,BoroughaddrReg,"{'empty', 'CityaddrReg', 'BoroughaddrReg'}",,empty fields.BoroughaddrReg and empty fields.CityaddrReg
Заявка на технологическое присоединение,BoroughaddrReg,"{'empty', 'securityDataProvider', 'id'}",,!(empty securityDataProvider.loggedInUser or securityDataProvider.hasRole('tehprisEE_portalUserRegistrator') or (securityDataProvider.hasRole('tehprisEE_ZayavkaTP')) and empty fields.id)
Заявка на технологическое присоединение,sign_ScanNotificationLetterCl_appl,"{'empty', 'contains', 'isSimpleTPScheme', 'securityDataProvider', 'ScanNotificationLetterCl', 'true', 'p_ContractTransferType', 'ApplicantType'}",,"fields.p_ContractTransferType.Code eq '7185643' and !empty securityDataProvider.loggedInUser and ['UL','IP'].contains(fields.ApplicantType.Code) and !empty fields.ScanNotificationLetterCl and isSimpleTPScheme ne true"
Заявка на технологическое присоединение,sign_ScanNotificationLetterCl_appl,"{'empty', 'securityDataProvider', 'ScanNotificationLetterCl', 'p_ContractTransferType', 'ApplicantType'}",,securityDataProvider.hasRole('tehprisEE_User') and (fields.ApplicantType.Code eq 'IP' or fields.ApplicantType.Code eq 'UL') and fields.p_ContractTransferType.Code eq '7185643' and !empty fields.ScanNotificationLetterCl
Заявка на технологическое присоединение,EarlierPowerD,"{'Code', 'fields'}",,fields['p_TypeTP'].Code eq '32880' and (fields['p_ReasonTP'].Code eq '956' or fields['p_ReasonTP'].Code eq '958' or fields['p_ReasonTP'].Code eq '959' or fields['p_ReasonTP'].Code eq '960')
Заявка на технологическое присоединение,EarlierPowerD,"{'Code', 'fields'}",,fields['p_TypeTP'].Code eq '32880' and fields['p_ReasonTP'].Code eq '956'
Заявка на технологическое присоединение,SignUL,{'ApplicantType'},,fields.ApplicantType.value.fields.Code eq 'UL'
Заявка на технологическое присоединение,CityaddrFact,"{'места', 'ApplicantType'}",,fields.ApplicantType.value.fields.Code eq 'UL' ? 'Фактический адрес' : 'Адрес места жительства'
Заявка на технологическое присоединение,CityaddrFact,{'true'},,true
Заявка на технологическое присоединение,CityaddrFact,"{'BoroughaddrFact', 'empty', 'CityaddrFact'}",,empty fields.BoroughaddrFact and empty fields.CityaddrFact
Заявка на технологическое присоединение,CityaddrFact,"{'empty', 'securityDataProvider', 'id'}",,!(empty securityDataProvider.loggedInUser or securityDataProvider.hasRole('tehprisEE_portalUserRegistrator') or (securityDataProvider.hasRole('tehprisEE_ZayavkaTP')) and empty fields.id)
Заявка на технологическое присоединение,firstName,"{'empty', 'securityDataProvider', 'id'}",,empty securityDataProvider.loggedInUser or securityDataProvider.hasRole('tehprisEE_portalUserRegistrator') or (securityDataProvider.hasRole('tehprisEE_ZayavkaTP')) and empty fields.id
Заявка на технологическое присоединение,DeviceAddrRayon,"{'true', 'Code', 'fields', 'DeviceAddrNotFound'}",,fields['p_DeviceAddrMatchWith'].Code eq '32886' and fields.DeviceAddrNotFound eq true
Заявка на технологическое присоединение,ogrnGP,"{'isSimpleTPScheme', 'ApplicantType', 'true'}",,fields.isSimpleTPScheme eq true and fields.ApplicantType.Code eq 'FL'
Заявка на технологическое присоединение,ogrnGP,"{'empty', 'ogrnGP'}",,!empty fields.ogrnGP
Заявка на технологическое присоединение,Region,{'true'},,true
Заявка на технологическое присоединение,Region,{'true'},,true
Заявка на технологическое присоединение,Region,"{'empty', 'securityDataProvider', 'id'}",,!(empty securityDataProvider.loggedInUser or (securityDataProvider.hasRole('tehprisEE_portalUserRegistrator')) or (securityDataProvider.hasRole('tehprisEE_ZayavkaTP')) and empty fields.id)
Заявка на технологическое присоединение,ReasonCancelContract,{'AddAgreementReason'},,(fields.AddAgreementReason.Code eq '11')
Заявка на технологическое присоединение,ReasonCancelContract,"{'dashboardContext', 'securityDataProvider', 'AddAgreementReason'}",,(fields.AddAgreementReason.Code eq '11') and( dashboardContext.context.vis_buttonSend or securityDataProvider.hasRole('tehprisEE_ZayavkaTP'))
Заявка на технологическое присоединение,OwnershipDoc,"{'Code', 'fields'}",,(fields['p_TypeTP'].Code eq '32880') or (fields['p_TypeTP'].Code eq '32896')
Заявка на технологическое присоединение,OwnershipDoc,"{'Code', 'fields'}",,(fields['p_TypeTP'].Code eq '32880') or (fields['p_TypeTP'].Code eq '32896')
Заявка на технологическое присоединение,sign_ScanDogovor,"{'empty', 'securityDataProvider'}",,!empty securityDataProvider.loggedInUser
Заявка на технологическое присоединение,sign_ScanDogovor,"{'empty', 'ScanDogovor', 'p_ContractTransferType'}",,fields.p_ContractTransferType.Code eq '7185643' and !empty fields.ScanDogovor
Заявка на технологическое присоединение,recallApplReason,"{'recallAppl', 'view', 'true'}",,view.viewId.contains('portal.xhtml') and fields.recallAppl eq true
Заявка на технологическое присоединение,recallApplReason,"{'recallAppl', 'view', 'true'}",,fields.recallAppl eq true and view.viewId.contains('portal.xhtml')
Заявка на технологическое присоединение,OtherContractType,"{'Code', 'fields'}",,fields['p_ContractType'].Code eq '32900' and (fields['p_TypeTP'].Code eq '32880' or fields['p_TypeTP'].Code eq '32896')
Заявка на технологическое присоединение,OtherContractType,"{'Code', 'fields'}",,fields['p_ContractType'].Code eq '32900' and (fields['p_TypeTP'].Code eq '32880' or fields['p_TypeTP'].Code eq '32896')
Заявка на технологическое присоединение,SignDocDate,"{'fields', 'true'}",,fields['SignFL'] eq true or fields['SignUL'] eq true
Заявка на технологическое присоединение,SignDocDate,"{'fields', 'true'}",,fields['SignFL'] eq true or fields['SignUL'] eq true
Заявка на технологическое присоединение,ScanDopDogovor,"{'empty', 'securityDataProvider'}",,!empty securityDataProvider.loggedInUser
Заявка на технологическое присоединение,RedresentDocNum,{'ApplicantType'},,fields.ApplicantType.value.fields.Code eq 'UL'
Заявка на технологическое присоединение,middleName,"{'empty', 'securityDataProvider', 'id'}",,!(empty securityDataProvider.loggedInUser or securityDataProvider.hasRole('tehprisEE_portalUserRegistrator') or (securityDataProvider.hasRole('tehprisEE_ZayavkaTP')) and empty fields.id)
Заявка на технологическое присоединение,nameOrg,{'ApplicantType'},,fields.ApplicantType.value.fields.Code eq 'UL'
Заявка на технологическое присоединение,ApartmentaddrFact,"{'места', 'ApplicantType'}",,fields.ApplicantType.value.fields.Code eq 'UL' ? 'Фактический адрес' : 'Адрес места жительства'
Заявка на технологическое присоединение,ApartmentaddrFact,{'true'},,true
Заявка на технологическое присоединение,ApartmentaddrFact,"{'empty', 'securityDataProvider', 'id'}",,!(empty securityDataProvider.loggedInUser or securityDataProvider.hasRole('tehprisEE_portalUserRegistrator') or (securityDataProvider.hasRole('tehprisEE_ZayavkaTP')) and empty fields.id)
Заявка на технологическое присоединение,Account,{'ApplicantType'},,fields.ApplicantType.Code eq 'UL'
Заявка на технологическое присоединение,sign_designDoc_appl,"{'empty', 'ApplicantType', 'contains', 'view', 'designDoc'}",,"view.viewId.contains('portal.xhtml') and ['UL','IP'].contains(fields.ApplicantType.Code) and !empty fields.designDoc"
Заявка на технологическое присоединение,DeviceAddrCorp,"{'true', 'Code', 'fields', 'DeviceAddrNotFound'}",,fields['p_DeviceAddrMatchWith'].Code eq '32886' and fields.DeviceAddrNotFound eq true
Заявка на технологическое присоединение,BIKGP,"{'isSimpleTPScheme', 'ApplicantType', 'true'}",,fields.isSimpleTPScheme eq true and fields.ApplicantType.Code eq 'FL'
Заявка на технологическое присоединение,BIKGP,"{'empty', 'securityDataProvider', 'BIKGP', 'view'}",,!empty fields.BIKGP and securityDataProvider.hasRole('tehprisEE_GpWorkP') or view.viewId.contains('portal.xhtml') or securityDataProvider.hasRole('tehprisEE_ZayavkaTP')
Заявка на технологическое присоединение,SignLastName,"{'fields', 'true'}",,fields['SignFL'] eq true or fields['SignUL'] eq true
Заявка на технологическое присоединение,SignLastName,"{'fields', 'true'}",,fields['SignFL'] eq true or fields['SignUL'] eq true
Заявка на технологическое присоединение,DULnum,{'ApplicantType'},,fields.ApplicantType.Code eq 'FL' or fields.ApplicantType.Code eq 'IP'
Заявка на технологическое присоединение,DULnum,"{'empty', 'securityDataProvider', 'id'}",,empty securityDataProvider.loggedInUser or securityDataProvider.hasRole('tehprisEE_portalUserRegistrator') or (securityDataProvider.hasRole('tehprisEE_ZayavkaTP')) and empty fields.id
Заявка на технологическое присоединение,DULnum,"{'empty', 'securityDataProvider', 'id'}",,!(empty securityDataProvider.loggedInUser or securityDataProvider.hasRole('tehprisEE_portalUserRegistrator') or (securityDataProvider.hasRole('tehprisEE_ZayavkaTP')) and empty fields.id)
Заявка на технологическое присоединение,p_DeviceAddrMatchWith,{'true'},,true
Заявка на технологическое присоединение,p_DeviceAddrMatchWith,"{'empty', 'p_DeviceAddrMatchWith', 'ApplicantType'}",,empty fields.p_DeviceAddrMatchWith ? ( fields.ApplicantType.Code eq 'FL' or fields.ApplicantType.Code eq 'IP' ? '32924' : (fields.ApplicantType.Code eq 'UL' ? '32926' :  fields.p_DeviceAddrMatchWith) ) : fields.p_DeviceAddrMatchWith
Заявка на технологическое присоединение,notificationDateDocMiss,"{'empty', 'securityDataProvider'}",,!empty securityDataProvider.loggedInUser
Заявка на технологическое присоединение,ApplAccountGP,"{'isSimpleTPScheme', 'ApplicantType', 'true'}",,fields.isSimpleTPScheme eq true and fields.ApplicantType.Code eq 'FL'
Заявка на технологическое присоединение,ApplAccountGP,"{'empty', 'ApplAccountGP', 'securityDataProvider', 'view'}",,!empty fields.ApplAccountGP and securityDataProvider.hasRole('tehprisEE_GpWorkP') or view.viewId.contains('portal.xhtml') or securityDataProvider.hasRole('tehprisEE_ZayavkaTP')
Заявка на технологическое присоединение,lowVoltageTP,"{'empty', 'securityDataProvider'}",,!empty securityDataProvider.loggedInUser
Заявка на технологическое присоединение,StagesTP,"{'Code', 'fields'}",,fields['p_TypeTP'].Code eq '32880'
Заявка на технологическое присоединение,StagesTP,"{'Code', 'fields'}",,fields['p_TypeTP'].Code eq '32880'
Заявка на технологическое присоединение,p_ContractType,"{'Code', 'fields'}",,fields['p_TypeTP'].Code eq '32880' or fields['p_TypeTP'].Code eq '32896'
Заявка на технологическое присоединение,Login,{'securityDataProvider'},,securityDataProvider.loggedInUser.loginName eq 'admin'
Заявка на технологическое присоединение,RejoinsPowerD,"{'Code', 'fields'}",,fields['p_TypeTP'].Code eq '32880' or fields['p_TypeTP'].Code eq '32896'
Заявка на технологическое присоединение,RejoinsPowerD,"{'Code', 'fields'}",,fields['p_TypeTP'].Code eq '32880' or fields['p_TypeTP'].Code eq '32896'
Заявка на технологическое присоединение,HouseaddrReg,"{'места', 'ApplicantType'}",,fields.ApplicantType.value.fields.Code eq 'UL' ? 'Юридический адрес' : 'Адрес места регистрации'
Заявка на технологическое присоединение,HouseaddrReg,{'true'},,true
Заявка на технологическое присоединение,HouseaddrReg,"{'empty', 'securityDataProvider', 'id'}",,empty securityDataProvider.loggedInUser or securityDataProvider.hasRole('tehprisEE_portalUserRegistrator') and empty fields.id
Заявка на технологическое присоединение,HouseaddrReg,"{'empty', 'securityDataProvider', 'id'}",,!(empty securityDataProvider.loggedInUser or securityDataProvider.hasRole('tehprisEE_portalUserRegistrator') or (securityDataProvider.hasRole('tehprisEE_ZayavkaTP')) and empty fields.id)
Заявка на технологическое присоединение,lastName,"{'empty', 'securityDataProvider', 'id'}",,(empty securityDataProvider.loggedInUser or (securityDataProvider.hasRole('tehprisEE_portalUserRegistrator')) or (securityDataProvider.hasRole('tehprisEE_ZayavkaTP'))) and empty fields.id
Заявка на технологическое присоединение,Description,{'false'},,false
Заявка на технологическое присоединение,cBuildingaddr,"{'empty', 'securityDataProvider', 'sessionContext'}",,!(empty securityDataProvider.loggedInUser or securityDataProvider.hasRole('tehprisEE_portalUserRegistrator') or (securityDataProvider.hasRole('tehprisEE_ZayavkaTP')) and empty sessionContext.get('accession_user'))
Заявка на технологическое присоединение,EPUPowerDoc,"{'Code', 'fields', 'true'}",,fields['p_TypeTP'].Code eq '32880' and fields['EmergencyControl'] eq true
Заявка на технологическое присоединение,EPUPowerDoc,"{'Code', 'fields', 'true'}",,fields['p_TypeTP'].Code eq '32880' and fields['EmergencyControl'] eq true
Заявка на технологическое присоединение,sign_ScanDopDogovorUser,"{'empty', 'ScanDopDogovor', 'securityDataProvider', 'p_ContractTransferType', 'contains', 'ApplicantType'}",,"!empty securityDataProvider.loggedInUser and fields.p_ContractTransferType.Code eq '7185643' and ['UL','IP'].contains(fields.ApplicantType.Code) and !empty fields.ScanDopDogovor"
Заявка на технологическое присоединение,sign_ScanDopDogovorUser,"{'empty', 'securityDataProvider', 'ScanDopDogovorUser', 'p_ContractTransferType', 'ApplicantType'}",,securityDataProvider.hasRole('tehprisEE_User') and (fields.ApplicantType.Code eq 'IP' or fields.ApplicantType.Code eq 'UL') and fields.p_ContractTransferType.Code eq '7185643' and !empty fields.ScanDopDogovorUser
Заявка на технологическое присоединение,sign_ScanDopDogovorUser,"{'empty', 'dashboardContext', 'dataObjectController', 'ScanDopDogovor', 'securityDataProvider', 'p_ContractTransferType'}",,(!(dataObjectController.instance.objectStatus.status.code eq 'ta05_ContractOnReviewApplicant' and fields.p_ContractTransferType.Code eq '7185643' and !empty fields.ScanDopDogovor and( dashboardContext.context.vis_buttonSend or securityDataProvider.hasRole('tehprisEE_ZayavkaTP') ))) or (securityDataProvider.hasRole('tehprisEE_GpWork') or securityDataProvider.hasRole('tehprisEE_GpAdmin'))
Заявка на технологическое присоединение,CorpaddrFact,"{'места', 'ApplicantType'}",,fields.ApplicantType.value.fields.Code eq 'UL' ? 'Фактический адрес' : 'Адрес места жительства'
Заявка на технологическое присоединение,CorpaddrFact,{'true'},,true
Заявка на технологическое присоединение,CorpaddrFact,"{'empty', 'securityDataProvider', 'id'}",,!(empty securityDataProvider.loggedInUser or securityDataProvider.hasRole('tehprisEE_portalUserRegistrator') or (securityDataProvider.hasRole('tehprisEE_ZayavkaTP')) and empty fields.id)
Заявка на технологическое присоединение,StatementNumber,"{'empty', 'securityDataProvider'}",,!empty securityDataProvider.loggedInUser
Заявка на технологическое присоединение,RedresentFirstName,{'ApplicantType'},,fields.ApplicantType.value.fields.Code eq 'UL'
Заявка на технологическое присоединение,DeviceAddrFlat,"{'true', 'Code', 'fields', 'DeviceAddrNotFound'}",,fields['p_DeviceAddrMatchWith'].Code eq '32886' and fields.DeviceAddrNotFound eq true
Заявка на технологическое присоединение,sign_ScanDogovorCL,"{'empty', 'ScanDogovor', 'securityDataProvider', 'p_ContractTransferType', 'contains', 'ApplicantType'}",,"!empty securityDataProvider.loggedInUser and fields.p_ContractTransferType.Code eq '7185643' and ['UL','IP'].contains(fields.ApplicantType.Code) and !empty fields.ScanDogovor"
Заявка на технологическое присоединение,sign_ScanDogovorCL,"{'empty', 'ScanDogovorCL', 'securityDataProvider', 'p_ContractTransferType', 'ApplicantType'}",,securityDataProvider.hasRole('tehprisEE_User') and (fields.ApplicantType.Code eq 'IP' or fields.ApplicantType.Code eq 'UL') and fields.p_ContractTransferType.Code eq '7185643' and !empty fields.ScanDogovorCL
Заявка на технологическое присоединение,sign_ScanDogovorCL,"{'empty', 'ScanDogovor', 'dashboardContext', 'dataObjectController', 'securityDataProvider', 'p_ContractTransferType'}",,(!(dataObjectController.instance.objectStatus.status.code eq 'ta05_ContractOnReviewApplicant' and fields.p_ContractTransferType.Code eq '7185643' and !empty fields.ScanDogovor and( dashboardContext.context.vis_buttonSend or securityDataProvider.hasRole('tehprisEE_ZayavkaTP') ))) or (securityDataProvider.hasRole('tehprisEE_GpWork') or securityDataProvider.hasRole('tehprisEE_GpAdmin'))
Заявка на технологическое присоединение,DeviceName,{'true'},,true
Заявка на технологическое присоединение,WarningFAS_TP,"{'empty', 'securityDataProvider'}",,!empty securityDataProvider.loggedInUser
Заявка на технологическое присоединение,ContractNumber,"{'empty', 'securityDataProvider'}",,!empty securityDataProvider.loggedInUser
Заявка на технологическое присоединение,ScanActBooking,"{'empty', 'ScanActBooking', 'p_ContractTransferType', 'contains', 'view', 'ApplicantType'}",,view.viewId.contains('portal.xhtml') and fields.p_ContractTransferType.Code eq '7185643' and ['FL'].contains(fields.ApplicantType.Code) and !empty fields.ScanActBooking
Заявка на технологическое присоединение,ScanActBooking,"{'empty', 'securityDataProvider'}",,!empty securityDataProvider.loggedInUser
Заявка на технологическое присоединение,TuDoc_appl,"{'empty', 'TuDoc', 'securityDataProvider', 'true', 'isApplicantRefuse'}",,!empty securityDataProvider.loggedInUser and fields.isApplicantRefuse ne true and !empty fields.TuDoc
Заявка на технологическое присоединение,TuDoc_appl,"{'empty', 'securityDataProvider', 'TuDoc', 'p_ContractTransferType'}",,securityDataProvider.hasRole('tehprisEE_User') and fields.p_ContractTransferType.Code eq '7185643' and !empty fields.TuDoc and !securityDataProvider.hasRole('admin')
Заявка на технологическое присоединение,KPP,{'ApplicantType'},,fields.ApplicantType.Code eq 'UL'
Заявка на технологическое присоединение,PaperSODocsNeed,"{'empty', 'PaperSODocsNeed'}",,!empty fields.PaperSODocsNeed
Заявка на технологическое присоединение,TUApplicantComment,"{'empty', '_Status', 'TUCompanyCommentDoc'}",,fields._Status eq 'ta07_TUImplementationCheck' and !empty fields.TUCompanyCommentDoc
Заявка на технологическое присоединение,TUApplicantComment,"{'empty', 'dashboardContext', 'TUCompanyCommentDoc', 'dataObjectController', 'securityDataProvider'}",,securityDataProvider.hasRole('tehprisEE_User') and dataObjectController.instance.objectStatus.status.code eq 'ta07_TUImplementationCheck' and !empty fields.TUCompanyCommentDoc and dashboardContext.context.vis_buttonSend
Заявка на технологическое присоединение,TUApplicantComment,"{'empty', 'TUCompanyComment', 'ScanActTU', 'dashboardContext'}",,!empty fields.ScanActTU and !fields.TUCompanyComment.isEmptyAwareDeleted() and dashboardContext.context.vis_buttonSend
Заявка на технологическое присоединение,TPInstruction,"{'isSimpleTPScheme', 'true'}",,fields.isSimpleTPScheme eq true
Заявка на технологическое присоединение,TPInstruction,"{'isSimpleTPScheme', 'securityDataProvider', '_Status', 'true'}",,securityDataProvider.hasRole('tehprisEE_ZayavkaTP') and fields.isSimpleTPScheme eq true and fields._Status eq 'ta02_Accepted'
