srcFormName,srcFieldName,dstFieldNames,DMN_name,expression
Заявка на технологическое присоединение,Regionaddr,"{'empty', 'securityDataProvider', 'id'}",,empty securityDataProvider.loggedInUser or securityDataProvider.hasRole('tehprisEE_portalUserRegistrator') or (securityDataProvider.hasRole('tehprisEE_ZayavkaTP')) and empty fields.id
Заявка на технологическое присоединение,Regionaddr,"{'empty', 'securityDataProvider', 'id'}",,!(empty securityDataProvider.loggedInUser or securityDataProvider.hasRole('tehprisEE_portalUserRegistrator') or (securityDataProvider.hasRole('tehprisEE_ZayavkaTP')) and empty fields.id)
Заявка на технологическое присоединение,SignPersData,"{'ApplicantType', 'contains', 'fields', 'true'}",,(fields['SignFL'] eq true or ['UL'].contains(fields.ApplicantType.Code))
Заявка на технологическое присоединение,IdAppealACCO,"{'empty', 'securityDataProvider'}",,!empty securityDataProvider.loggedInUser
Заявка на технологическое присоединение,FullPowerD,"{'Code', 'fields'}",, (fields['p_TypeTP'].Code eq '32880' or fields['p_TypeTP'].Code eq '32897')
Заявка на технологическое присоединение,FullPowerD,"{'Code', 'fields'}",,fields['p_TypeTP'].Code eq '32880' or fields['p_TypeTP'].Code eq '32897'
Заявка на технологическое присоединение,AccountGP,"{'isSimpleTPScheme', 'ApplicantType', 'true'}",,fields.isSimpleTPScheme eq true and fields.ApplicantType.Code eq 'FL'
Заявка на технологическое присоединение,AccountGP,"{'empty', 'AccountGP', 'securityDataProvider', 'view'}",,!empty fields.AccountGP and securityDataProvider.hasRole('tehprisEE_GpWorkP') or view.viewId.contains('portal.xhtml') or securityDataProvider.hasRole('tehprisEE_ZayavkaTP')
Заявка на технологическое присоединение,DateCancelContract,{'AddAgreementReason'},,(fields.AddAgreementReason.Code eq '11')
Заявка на технологическое присоединение,DateCancelContract,"{'dashboardContext', 'securityDataProvider', 'AddAgreementReason'}",,(fields.AddAgreementReason.Code eq '11') and( dashboardContext.context.vis_buttonSend or securityDataProvider.hasRole('tehprisEE_ZayavkaTP'))
Заявка на технологическое присоединение,p_FullVoltage,"{'Code', 'fields'}",,fields['p_TypeTP'].Code eq '32880' or fields['p_TypeTP'].Code eq '32897'
Заявка на технологическое присоединение,p_FullVoltage,"{'Code', 'fields'}",,fields['p_TypeTP'].Code eq '32880' or fields['p_TypeTP'].Code eq '32897'
Заявка на технологическое присоединение,dateAndTimeSendingToACCO,"{'empty', 'securityDataProvider'}",,!empty securityDataProvider.loggedInUser
Заявка на технологическое присоединение,DeviceAddrCity,"{'true', 'Code', 'fields', 'DeviceAddrNotFound'}",,fields['p_DeviceAddrMatchWith'].Code eq '32886' and fields.DeviceAddrNotFound eq true
Заявка на технологическое присоединение,DeviceAddrCity,"{'empty', 'DeviceAddrLocality', 'DeviceAddrRayon'}",,empty fields.DeviceAddrRayon and empty fields.DeviceAddrLocality
Заявка на технологическое присоединение,PaperGPDocsList,"{'true', 'view', 'PaperGPDocsNeed'}",,fields.PaperGPDocsNeed eq true and view.viewId.contains('portal.xhtml')
Заявка на технологическое присоединение,PaperGPDocsList,"{'true', 'view', 'PaperGPDocsNeed'}",,fields.PaperGPDocsNeed eq true and view.viewId.contains('portal.xhtml')
Заявка на технологическое присоединение,PaperGPDocsList,"{'empty', 'PaperGPDocsList'}",,!empty fields.PaperGPDocsList
Заявка на технологическое присоединение,ReminderDoc,{'false'},,false
Заявка на технологическое присоединение,sign_ScanActTU_User,"{'empty', 'contains', 'isSimpleTPScheme', 'securityDataProvider', 'ScanActTU', 'true', 'p_ContractTransferType', 'ApplicantType'}",,"fields.p_ContractTransferType.Code eq '7185643' and !empty securityDataProvider.loggedInUser and ['UL','IP'].contains(fields.ApplicantType.Code) and !empty fields.ScanActTU and isSimpleTPScheme ne true"
Заявка на технологическое присоединение,sign_ScanActTU_User,"{'empty', 'isSimpleTPScheme', 'securityDataProvider', 'true', 'p_ContractTransferType', 'ScanActTU_User', 'ApplicantType'}",,securityDataProvider.hasRole('tehprisEE_User') and (fields.ApplicantType.Code eq 'IP' or fields.ApplicantType.Code eq 'UL') and fields.p_ContractTransferType.Code eq '7185643' and !empty fields.ScanActTU_User and isSimpleTPScheme ne true
Заявка на технологическое присоединение,sign_ScanActTU_User,"{'empty', 'dashboardContext', 'dataObjectController', 'ScanActTU', 'securityDataProvider', 'p_ContractTransferType'}",,!(dataObjectController.instance.objectStatus.status.code eq 'ta07_TUImplementationCheck' and fields.p_ContractTransferType.Code eq '7185643' and !empty fields.ScanActTU and dashboardContext.context.vis_buttonSend or securityDataProvider.hasRole('tehprisEE_ZayavkaTP'))
Заявка на технологическое присоединение,PaperGPDocsNeed,"{'empty', 'PaperGPDocsNeed'}",,!empty fields.PaperGPDocsNeed
Заявка на технологическое присоединение,FileLabel,{'true'},,true
Заявка на технологическое присоединение,date_ogrn_ip,{'ApplicantType'},,fields.ApplicantType.Code eq 'IP'
Заявка на технологическое присоединение,DULorgan,{'ApplicantType'},,fields.ApplicantType.Code eq 'FL' or fields.ApplicantType.Code eq 'IP'
Заявка на технологическое присоединение,DULorgan,"{'empty', 'securityDataProvider', 'id'}",,empty securityDataProvider.loggedInUser or securityDataProvider.hasRole('tehprisEE_portalUserRegistrator') or (securityDataProvider.hasRole('tehprisEE_ZayavkaTP')) and empty fields.id
Заявка на технологическое присоединение,DULorgan,"{'empty', 'securityDataProvider', 'id'}",,!(empty securityDataProvider.loggedInUser or securityDataProvider.hasRole('tehprisEE_portalUserRegistrator') or (securityDataProvider.hasRole('tehprisEE_ZayavkaTP')) and empty fields.id)
Заявка на технологическое присоединение,Apartmentaddr,{'true'},,true
Заявка на технологическое присоединение,Apartmentaddr,"{'empty', 'securityDataProvider', 'id'}",,!(empty securityDataProvider.loggedInUser or securityDataProvider.hasRole('tehprisEE_portalUserRegistrator') or (securityDataProvider.hasRole('tehprisEE_ZayavkaTP')) and empty fields.id)
Заявка на технологическое присоединение,RedresentDocType,{'ApplicantType'},,fields.ApplicantType.value.fields.Code eq 'UL'
Заявка на технологическое присоединение,SendDate,"{'empty', 'securityDataProvider'}",,!empty securityDataProvider.loggedInUser
Заявка на технологическое присоединение,p_EarlierVoltage,"{'Code', 'fields'}",,fields['p_TypeTP'].Code eq '32880' and fields['p_ReasonTP'].Code eq '956'
Заявка на технологическое присоединение,p_EarlierVoltage,"{'empty', '0', 'fields', 'not'}",,not empty fields['EarlierPowerD'] and fields['EarlierPowerD'] ne 0
Заявка на технологическое присоединение,ogrnIP,{'ApplicantType'},,fields.ApplicantType.Code eq 'IP'
Заявка на технологическое присоединение,GardenTP,"{'Code', 'fields', 'ApplicantType'}",,fields['p_TypeTP'].Code eq '32880' and fields.ApplicantType.value.fields.Code eq 'UL'
Заявка на технологическое присоединение,ContractDatePerfomance,"{'empty', 'securityDataProvider'}",,!empty securityDataProvider.loggedInUser
Заявка на технологическое присоединение,p_fskException,"{'value', 'fields', 'id'}",,fields['Filial'].fields['Region'].value.id eq fields['Region'].id and fields['Filial'].fields['Organization'].value.fields['Code'].value eq 'fsk'
Заявка на технологическое присоединение,p_fskException,"{'value', 'fields', 'id'}",,fields['Filial'].fields['Region'].value.id eq fields['Region'].id and fields['Filial'].fields['Organization'].value.fields['Code'].value eq 'fsk'
Заявка на технологическое присоединение,TimeTPLimit,"{'Code', 'fields'}",,fields['p_TypeTP'].Code eq '32896' and fields['p_TimeTPType'].Code eq '32881'
Заявка на технологическое присоединение,TimeTPLimit,"{'Code', 'fields'}",,fields['p_TypeTP'].Code eq '32896' and fields['p_TimeTPType'].Code eq '32881'
Заявка на технологическое присоединение,PaperSODocsSendDate,"{'PaperSODocsSend', 'true'}",,fields.PaperSODocsSend eq true
Заявка на технологическое присоединение,PaperSODocsSendDate,"{'PaperSODocsSend', 'true'}",,fields.PaperSODocsSend eq true
Заявка на технологическое присоединение,DULDoc,{'ApplicantType'},,fields.ApplicantType.Code eq 'FL' or fields.ApplicantType.Code eq 'IP'
Заявка на технологическое присоединение,DULDoc,"{'empty', 'securityDataProvider', 'id'}",,empty securityDataProvider.loggedInUser or securityDataProvider.hasRole('tehprisEE_portalUserRegistrator') or (securityDataProvider.hasRole('tehprisEE_ZayavkaTP')) and empty fields.id
Заявка на технологическое присоединение,DULDoc,"{'empty', 'securityDataProvider', 'id'}",,!(empty securityDataProvider.loggedInUser or (securityDataProvider.hasRole('tehprisEE_portalUserRegistrator')) or (securityDataProvider.hasRole('tehprisEE_ZayavkaTP')) and empty fields.id)
Заявка на технологическое присоединение,RedresentMiddleName,{'ApplicantType'},,fields.ApplicantType.value.fields.Code eq 'UL'
Заявка на технологическое присоединение,AreaaddrFact,"{'места', 'ApplicantType'}",,fields.ApplicantType.value.fields.Code eq 'UL' ? 'Фактический адрес' : 'Адрес места жительства'
Заявка на технологическое присоединение,AreaaddrFact,{'true'},,true
Заявка на технологическое присоединение,AreaaddrFact,"{'empty', 'securityDataProvider', 'id'}",,!(empty securityDataProvider.loggedInUser or securityDataProvider.hasRole('tehprisEE_portalUserRegistrator') or (securityDataProvider.hasRole('tehprisEE_ZayavkaTP')) and empty fields.id)
Заявка на технологическое присоединение,ContractDateConfirm,"{'empty', 'securityDataProvider'}",,!empty securityDataProvider.loggedInUser
Заявка на технологическое присоединение,ClaimTP,"{'empty', 'securityDataProvider'}",,!empty securityDataProvider.loggedInUser
Заявка на технологическое присоединение,contractGPDate,"{'empty', 'securityDataProvider'}",,!empty securityDataProvider.loggedInUser
Заявка на технологическое присоединение,contractGPDate,"{'dataObjectController', 'empty', 'view', 'contractGPDate'}",,view.viewId.contains('portal.xhtml') and !empty fields.contractGPDate  or  (dataObjectController.instance.objectStatus.status.code eq 'ta10_ContractExecuted'  or dataObjectController.instance.objectStatus.status.code eq 'ta04_Canceled'  or dataObjectController.instance.objectStatus.status.code eq 'ta11_ContractTerminated' )
Заявка на технологическое присоединение,contractGPDate,{'formUtilFunctions'},,formUtilFunctions.currentDate()
Заявка на технологическое присоединение,Result,"{'empty', 'securityDataProvider'}",,!empty securityDataProvider.loggedInUser
Заявка на технологическое присоединение,SignDocGP,"{'ApplicantType', 'contains', 'fields', 'true'}",,fields['SignFL'] eq true or ['UL'].contains(fields.ApplicantType.Code)
Заявка на технологическое присоединение,designDoc,"{'empty', 'securityDataProvider'}",,!empty securityDataProvider.loggedInUser
Заявка на технологическое присоединение,RegistrULDoc,{'ApplicantType'},,fields.ApplicantType.value.fields.Code eq 'UL'
Заявка на технологическое присоединение,RegistrULDoc,{'ApplicantType'},,fields.ApplicantType.value.fields.Code eq 'UL'
Заявка на технологическое присоединение,garageSprav,"{'securityDataProvider', 'garageTP', 'view', 'true'}",,fields.garageTP eq true and (view.viewId.contains('portal.xhtml') or (securityDataProvider.hasRole('tehprisEE_portalUserRegistrator')))
Заявка на технологическое присоединение,garageSprav,"{'garageTP', 'view', 'true'}",,fields.garageTP eq true and view.viewId.contains('portal.xhtml')
Заявка на технологическое присоединение,ApprovalTP,"{'empty', 'securityDataProvider'}",,!empty securityDataProvider.loggedInUser
Заявка на технологическое присоединение,Recipient,{'false'},,false
Заявка на технологическое присоединение,sign_ScanActTP_User,"{'empty', 'ScanActTP', 'contains', 'isSimpleTPScheme', 'securityDataProvider', 'true', 'p_ContractTransferType', 'ApplicantType'}",,"fields.p_ContractTransferType.Code eq '7185643' and !empty securityDataProvider.loggedInUser and ['UL','IP'].contains(fields.ApplicantType.Code) and !empty fields.ScanActTP and isSimpleTPScheme ne true"
Заявка на технологическое присоединение,sign_ScanActTP_User,"{'empty', 'ScanActTP_User', 'isSimpleTPScheme', 'securityDataProvider', 'true', 'p_ContractTransferType', 'ApplicantType'}",,securityDataProvider.hasRole('tehprisEE_User') and (fields.ApplicantType.Code eq 'IP' or fields.ApplicantType.Code eq 'UL') and fields.p_ContractTransferType.Code eq '7185643' and !empty fields.ScanActTP_User and isSimpleTPScheme ne true
Заявка на технологическое присоединение,sign_ScanActTP_User,"{'empty', 'dashboardContext', 'ScanActTP', 'dataObjectController', 'securityDataProvider', 'p_ContractTransferType'}",,!(dataObjectController.instance.objectStatus.status.code eq 'ta09_ActsSigning' and fields.p_ContractTransferType.Code eq '7185643' and !empty fields.ScanActTP and dashboardContext.context.vis_buttonSend or securityDataProvider.hasRole('tehprisEE_ZayavkaTP'))
Заявка на технологическое присоединение,SignDoc,"{'ApplicantType', 'contains', 'fields', 'true'}",,fields['SignFL'] eq true or ['UL'].contains(fields.ApplicantType.Code)
Заявка на технологическое присоединение,_region,"{'места', 'ApplicantType'}",,fields.ApplicantType.value.fields.Code eq 'UL' ? 'Юридический адрес' : 'Адрес места регистрации'
Заявка на технологическое присоединение,_region,"{'empty', 'securityDataProvider', 'id'}",,securityDataProvider.hasRole('tehprisEE_portalUserRegistrator')or (securityDataProvider.hasRole('tehprisEE_ZayavkaTP')) and empty fields.id
Заявка на технологическое присоединение,_region,{'true'},,true
Заявка на технологическое присоединение,_region,"{'empty', 'securityDataProvider', 'id'}",,!(empty securityDataProvider.loggedInUser or securityDataProvider.hasRole('tehprisEE_portalUserRegistrator') or (securityDataProvider.hasRole('tehprisEE_ZayavkaTP')) and empty fields.id)
Заявка на технологическое присоединение,RegionNotEquals,"{'fiasDeviceAddr', 'empty', 'DeviceAddrNotFound', 'DeviceAddrRegionRef', 'false', 'true', 'Region', 'p_DeviceAddrMatchWith'}",,(fields.p_DeviceAddrMatchWith.Code eq '32886' and fields.DeviceAddrNotFound ne true and empty fields.fiasDeviceAddr.address) ? false : (!empty fields.DeviceAddrRegionRef and fields.DeviceAddrRegionRef ne fields.Region)
Заявка на технологическое присоединение,sign_TempTPDoc_SO,{'false'},,false
Заявка на технологическое присоединение,ConstituentDoc,{'ApplicantType'},,fields.ApplicantType.value.fields.Code eq 'UL'
Заявка на технологическое присоединение,ConstituentDoc,{'ApplicantType'},,fields.ApplicantType.value.fields.Code eq 'UL'
Заявка на технологическое присоединение,DeviceAddrHouse,"{'true', 'Code', 'fields', 'DeviceAddrNotFound'}",,fields['p_DeviceAddrMatchWith'].Code eq '32886' and fields.DeviceAddrNotFound eq true
Заявка на технологическое присоединение,DeviceAddrHouse,{'false'},,false
Заявка на технологическое присоединение,GPPriceCategory,"{'isSimpleTPScheme', 'ApplicantType', 'true'}",,fields.isSimpleTPScheme eq true and fields.ApplicantType.value.fields.Code eq 'FL'
Заявка на технологическое присоединение,GPPriceCategory,"{'isSimpleTPScheme', 'view', 'true'}",,fields.isSimpleTPScheme eq true and view.viewId.contains('portal.xhtml')
Заявка на технологическое присоединение,RedresentDoc,{'ApplicantType'},,fields.ApplicantType.value.fields.Code eq 'UL'
Заявка на технологическое присоединение,DateTUCorrectApplicant,"{'empty', '_Status', 'TUCompanyCommentDoc'}",,fields._Status eq 'ta07_TUImplementationCheck' and !empty fields.TUCompanyCommentDoc
Заявка на технологическое присоединение,DateTUCorrectApplicant,"{'empty', 'dashboardContext', 'TUCompanyCommentDoc', 'dataObjectController', 'securityDataProvider'}",,securityDataProvider.hasRole('tehprisEE_User') and dataObjectController.instance.objectStatus.status.code eq 'ta07_TUImplementationCheck' and !empty fields.TUCompanyCommentDoc and dashboardContext.context.vis_buttonSend
Заявка на технологическое присоединение,DateTUCorrectApplicant,"{'empty', 'dashboardContext', 'ScanActTU'}",,!empty fields.ScanActTU and dashboardContext.context.vis_buttonSend
Заявка на технологическое присоединение,p_assoTPPortalProccessResult,"{'empty', 'securityDataProvider'}",,!empty securityDataProvider.loggedInUser
Заявка на технологическое присоединение,UninhabitedTP,"{'Code', 'fields'}",,fields['p_TypeTP'].Code eq '32880'
Заявка на технологическое присоединение,ScanActTP_User,"{'empty', 'securityDataProvider', 'isSimpleTPScheme', 'true'}",,!empty securityDataProvider.loggedInUser and isSimpleTPScheme ne true
Заявка на технологическое присоединение,ScanActTP_User,"{'empty', 'ScanActTP', 'isSimpleTPScheme', 'securityDataProvider', 'true'}",,securityDataProvider.hasRole('tehprisEE_User') and !empty fields.ScanActTP and isSimpleTPScheme ne true
Заявка на технологическое присоединение,ScanActTP_User,"{'empty', 'dashboardContext', 'ScanActTP', 'dataObjectController', 'securityDataProvider', 'p_ContractTransferType'}",,!(dataObjectController.instance.objectStatus.status.code eq 'ta09_ActsSigning' and fields.p_ContractTransferType.Code eq '7185643' and !empty fields.ScanActTP and dashboardContext.context.vis_buttonSend or securityDataProvider.hasRole('tehprisEE_ZayavkaTP'))
Заявка на технологическое присоединение,RedresentLastName,{'ApplicantType'},,fields.ApplicantType.value.fields.Code eq 'UL'
Заявка на технологическое присоединение,CorAccount,{'ApplicantType'},,fields.ApplicantType.Code eq 'UL'
Заявка на технологическое присоединение,ScanActTU_User,"{'empty', 'securityDataProvider', 'isSimpleTPScheme', 'true'}",,!empty securityDataProvider.loggedInUser and isSimpleTPScheme ne true
Заявка на технологическое присоединение,ScanActTU_User,"{'empty', 'isSimpleTPScheme', 'securityDataProvider', 'ScanActTU', 'true'}",,securityDataProvider.hasRole('tehprisEE_User') and !empty fields.ScanActTU and isSimpleTPScheme ne true
Заявка на технологическое присоединение,ScanActTU_User,"{'empty', 'dashboardContext', 'dataObjectController', 'ScanActTU', 'securityDataProvider', 'p_ContractTransferType'}",,!(dataObjectController.instance.objectStatus.status.code eq 'ta07_TUImplementationCheck' and fields.p_ContractTransferType.Code eq '7185643' and !empty fields.ScanActTU and dashboardContext.context.vis_buttonSend or securityDataProvider.hasRole('tehprisEE_ZayavkaTP'))
Заявка на технологическое присоединение,cBuildingaddrReg,"{'места', 'ApplicantType'}",,fields.ApplicantType.value.fields.Code eq 'UL' ? 'Юридический адрес' : 'Адрес места регистрации'
Заявка на технологическое присоединение,cBuildingaddrReg,"{'empty', 'securityDataProvider', 'id'}",,!(empty securityDataProvider.loggedInUser or securityDataProvider.hasRole('tehprisEE_portalUserRegistrator') or (securityDataProvider.hasRole('tehprisEE_ZayavkaTP')) and empty fields.id)
Заявка на технологическое присоединение,Comment,"{'empty', 'securityDataProvider'}",,!empty securityDataProvider.loggedInUser
Заявка на технологическое присоединение,CondominiumAgreeDoc,"{'Code', 'fields', 'true'}",,fields['UninhabitedTP'] eq true and fields['p_IndividualInputSwitching'].Code eq '29686'
Заявка на технологическое присоединение,CondominiumAgreeDoc,"{'Code', 'fields', 'true'}",,fields['UninhabitedTP'] eq true and fields['p_IndividualInputSwitching'].Code eq '29686'
Заявка на технологическое присоединение,ActTUApplicantRefuse,"{'empty', 'dashboardContext', 'dataObjectController', 'isApplRefuseActTU', 'ScanActTU', 'true'}",,fields.isApplRefuseActTU eq true and dataObjectController.instance.objectStatus.status.code eq 'ta07_TUImplementationCheck' and !empty fields.ScanActTU and dashboardContext.context.vis_buttonSend
Заявка на технологическое присоединение,DeviceAddrRegionRef,"{'true', 'Code', 'fields', 'DeviceAddrNotFound'}",,fields['p_DeviceAddrMatchWith'].Code eq '32886' and fields.DeviceAddrNotFound eq true
Заявка на технологическое присоединение,DeviceAddrRegionRef,"{'Code', 'fields'}",,fields['p_DeviceAddrMatchWith'].Code eq '32886'
Заявка на технологическое присоединение,EVLabel,"{'empty', 'dataObjectController', 'isSimpleTPScheme', 'id', 'true', 'view'}",,fields.isSimpleTPScheme eq true and view.viewId.contains('portal.xhtml') and (empty fields.id or (dataObjectController.instance.objectStatus.status.code eq 'ta03_Paused'))
Заявка на технологическое присоединение,NetworkCompany,"{'Code', 'fields'}",,fields['p_TypeTP'].Code eq '32896' and fields['p_TimeTPType'].Code eq '32898'
Заявка на технологическое присоединение,NetworkCompany,"{'Code', 'fields'}",,fields['p_TypeTP'].Code eq '32896' and fields['p_TimeTPType'].Code eq '32898'
Заявка на технологическое присоединение,RequestVersion,"{'empty', 'securityDataProvider'}",,!empty securityDataProvider.loggedInUser
Заявка на технологическое присоединение,KPPGP,"{'isSimpleTPScheme', 'ApplicantType', 'true'}",,fields.isSimpleTPScheme eq true and fields.ApplicantType.Code eq 'FL'
Заявка на технологическое присоединение,KPPGP,"{'KPPGP', 'empty'}",,!empty fields.KPPGP
Заявка на технологическое присоединение,due,{'securityDataProvider'},,!securityDataProvider.hasRole('tehprisEE_User') or securityDataProvider.hasRole('admin')
Заявка на технологическое присоединение,refuseText,{'StatusGP'},,fields.StatusGP.value.fields.Code eq 'refuse'
Заявка на технологическое присоединение,HeadPostString,{'ApplicantType'},,fields.ApplicantType.value.fields.Code eq 'UL'
Заявка на технологическое присоединение,p_GenerationType,"{'Code', 'fields', 'ApplicantType'}",,((fields.ApplicantType.value.fields.Code eq 'IP' or fields.ApplicantType.value.fields.Code eq 'UL' and fields['p_TypeTP'].Code eq '32880') or fields['p_TypeTP'].Code eq '32896') and fields['p_TypeOfLoad'].Code eq '57000'
Заявка на технологическое присоединение,p_GenerationType,"{'Code', 'fields', 'ApplicantType'}",,((fields.ApplicantType.value.fields.Code eq 'IP' or fields.ApplicantType.value.fields.Code eq 'UL' and fields['p_TypeTP'].Code eq '32880') or fields['p_TypeTP'].Code eq '32896') and fields['p_TypeOfLoad'].Code eq '57000'
Заявка на технологическое присоединение,fiasDeviceAddr,"{'true', 'Code', 'fields', 'DeviceAddrNotFound'}",,fields['p_DeviceAddrMatchWith'].Code eq '32886' and fields.DeviceAddrNotFound ne true
Заявка на технологическое присоединение,fiasDeviceAddr,"{'dataObjectController', 'empty', 'securityDataProvider', 'id'}",,!(empty securityDataProvider.loggedInUser or securityDataProvider.hasRole('tehprisEE_portalUserRegistrator') or securityDataProvider.hasRole('tehprisEE_ZayavkaTP') or (empty fields.id or dataObjectController.instance.objectStatus.status.code eq 'ta03_Paused'))
Заявка на технологическое присоединение,SignDocName,"{'Code', 'fields', 'true'}",,fields['p_SignDocType'].Code eq '32895' and (fields['SignFL'] eq true or fields['SignUL'] eq true)
Заявка на технологическое присоединение,SignDocName,"{'Code', 'fields', 'true'}",,fields['p_SignDocType'].Code eq '32895' and (fields['SignFL'] eq true or fields['SignUL'] eq true)
Заявка на технологическое присоединение,BankName,{'ApplicantType'},,fields.ApplicantType.Code eq 'UL'
Заявка на технологическое присоединение,TuDoc,"{'empty', 'p_ContractTransferType', 'TuDoc', 'isSimpleTPScheme', 'ApplicantType', 'true', 'contains', 'view', 'isApplicantRefuse'}",,view.viewId.contains('portal.xhtml') and fields.isApplicantRefuse ne true and fields.p_ContractTransferType.Code eq '7185643' and ['FL'].contains(fields.ApplicantType.Code) and !empty fields.TuDoc and isSimpleTPScheme ne true
Заявка на технологическое присоединение,TuDoc,"{'empty', 'securityDataProvider', 'isSimpleTPScheme', 'true'}",,!empty securityDataProvider.loggedInUser and isSimpleTPScheme ne true
Заявка на технологическое присоединение,AddAgreementDate,"{'empty', 'securityDataProvider'}",,!empty securityDataProvider.loggedInUser
Заявка на технологическое присоединение,PersDataAgreeDoc,{'false'},,false
Заявка на технологическое присоединение,NetworkContractNum,"{'Code', 'fields'}",,fields['p_TypeTP'].Code eq '32896' and fields['p_TimeTPType'].Code eq '32898'
Заявка на технологическое присоединение,NetworkContractNum,"{'Code', 'fields'}",,fields['p_TypeTP'].Code eq '32896' and fields['p_TimeTPType'].Code eq '32898'
Заявка на технологическое присоединение,StatusGP,"{'empty', 'ElectroCompany3'}",,!empty fields.ElectroCompany3
Заявка на технологическое присоединение,RegionaddrFactRef,"{'места', 'ApplicantType'}",,fields.ApplicantType.value.fields.Code eq 'UL' ? 'Фактический адрес' : 'Адрес места жительства'
Заявка на технологическое присоединение,RegionaddrFactRef,"{'empty', 'securityDataProvider', 'id'}",,securityDataProvider.hasRole('tehprisEE_portalUserRegistrator')or (securityDataProvider.hasRole('tehprisEE_ZayavkaTP')) and empty fields.id
Заявка на технологическое присоединение,RegionaddrFactRef,{'true'},,true
Заявка на технологическое присоединение,RegionaddrFactRef,"{'empty', 'securityDataProvider', 'id'}",,!(empty securityDataProvider.loggedInUser or securityDataProvider.hasRole('tehprisEE_portalUserRegistrator') or (securityDataProvider.hasRole('tehprisEE_ZayavkaTP')) and empty fields.id)
Заявка на технологическое присоединение,Corpaddr,{'true'},,true
Заявка на технологическое присоединение,Corpaddr,"{'empty', 'securityDataProvider', 'id'}",,!(empty securityDataProvider.loggedInUser or securityDataProvider.hasRole('tehprisEE_portalUserRegistrator') or (securityDataProvider.hasRole('tehprisEE_ZayavkaTP')) and empty fields.id)
Заявка на технологическое присоединение,GardenPersData,"{'securityDataProvider', 'view', 'GardenTP', 'true'}",,fields.GardenTP eq true and (view.viewId.contains('portal.xhtml') or (securityDataProvider.hasRole('tehprisEE_portalUserRegistrator')))
Заявка на технологическое присоединение,SingleLineSchemeDoc,"{'contains', 'p_FullVoltage'}",,"['56991','56992','56993','56994'].contains(fields.p_FullVoltage.Code)"
Заявка на технологическое присоединение,ScanDopDogovorUser,"{'empty', 'ScanDopDogovor', 'securityDataProvider'}",,!empty securityDataProvider.loggedInUser and !empty fields.ScanDopDogovor
Заявка на технологическое присоединение,ScanDopDogovorUser,"{'empty', 'ScanDopDogovor', 'securityDataProvider', 'p_ContractTransferType'}",,securityDataProvider.hasRole('tehprisEE_User') and fields.p_ContractTransferType.Code eq '7185643' and !empty fields.ScanDopDogovor
Заявка на технологическое присоединение,ScanDopDogovorUser,"{'empty', 'dashboardContext', 'dataObjectController', 'ScanDopDogovor', 'securityDataProvider', 'p_ContractTransferType'}",,(!(dataObjectController.instance.objectStatus.status.code eq 'ta05_ContractOnReviewApplicant' and fields.p_ContractTransferType.Code eq '7185643' and !empty fields.ScanDopDogovor and( dashboardContext.context.vis_buttonSend or securityDataProvider.hasRole('tehprisEE_ZayavkaTP') ))) or (securityDataProvider.hasRole('tehprisEE_GpWork') or securityDataProvider.hasRole('tehprisEE_GpAdmin'))
Заявка на технологическое присоединение,HeadMiddleName,{'ApplicantType'},,fields.ApplicantType.value.fields.Code eq 'UL'
Заявка на технологическое присоединение,p_CapacitySort,"{'empty', 'securityDataProvider', 'fields', 'p_CapacitySort', 'Code', 'ApplicantType'}",,(fields.ApplicantType.value.fields.Code eq 'IP' or fields.ApplicantType.value.fields.Code eq 'UL') and fields['p_TypeTP'].Code eq '32880' and(!empty fields.p_CapacitySort or !(securityDataProvider.hasRole('tehprisEE_User') and !securityDataProvider.hasRole('admin')))
Заявка на технологическое присоединение,p_CapacitySort,"{'empty', 'p_CapacitySort2', 'fields', 'contains', 'Code', 'ApplicantType'}",,"['IP','UL'].contains(fields.ApplicantType.value.fields.Code) and fields['p_TypeTP'].Code eq '32880' and empty fields.p_CapacitySort2"
Заявка на технологическое присоединение,ActTPApplicantRefuse,"{'empty', 'isApplRefuseActTP', 'ScanActTP', 'dashboardContext', 'dataObjectController', 'true'}",,fields.isApplRefuseActTP eq true and dataObjectController.instance.objectStatus.status.code eq 'ta09_ActsSigning' and !empty fields.ScanActTP and dashboardContext.context.vis_buttonSend
Заявка на технологическое присоединение,ScanNotificationLetterCl,"{'empty', 'securityDataProvider', 'isSimpleTPScheme', 'true'}",,!empty securityDataProvider.loggedInUser and isSimpleTPScheme ne true
Заявка на технологическое присоединение,ScanNotificationLetterCl,"{'empty', 'DateCompTechnical_applicant', 'dataObjectController', 'DateCompTechnical_Company', 'isSimpleTPScheme', 'securityDataProvider', 'true', 'not'}",,securityDataProvider.hasRole('tehprisEE_User') and dataObjectController.instance.objectStatus.status.code eq 'ContractSigned' and not empty fields.DateCompTechnical_Company and empty fields.DateCompTechnical_applicant and isSimpleTPScheme ne true
